TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,Purpose,OutOfPolicy,EntitiyCode,BusinessUnit,HotelNights,NetCosts
2170,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,10000,Marketing,5,2850
2175,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,Executive Management,5,2550
2179,DE,Berlin,GB,London,4,Train,Customer Visit,No,9000,Marketing,3,2400
2182,US,New York,JP,Tokyo,12,Business Class Flight,Enablement,No,8000,Sales,3,3150
2186,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Partner Visit,No,7000,Value Engineering,4,2850
2187,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Customer Visit,No,7000,Marketing,3,2850
2194,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,8000,Marketing,1,2400
2195,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,10000,Sales,2,1350
2197,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,9000,Marketing,2,3150
2209,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,7000,Ecosystem,3,3450
2211,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,Customer Support,3,2250
2216,DE,Berlin,GB,London,4,Train,Customer Visit,No,8000,Sales,3,1500
2220,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,9000,Marketing,2,2250
2222,AU,Sydney,AU,Perth,14,Volkswagen Golf diesel,Customer Visit,No,10000,Product Management,3,3300
2228,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,Sales,4,1500
2229,CN,Beijing,IN,New Delhi,13,BMW 3 diesel,Conference/Exhibition,No,7000,Marketing,1,3150
2240,MX,Mexico City,US,Miami,13,BMW 3 diesel,Conference/Exhibition,No,6000,Services,3,3450
2246,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,9000,Services,3,3600
2247,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,7000,Customer Support,2,2550
2257,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Customer Visit,No,10000,Sales,5,2700
2259,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,Customer Support,4,1350
2277,CN,Beijing,RU,Moscow,4,Train,Conference/Exhibition,No,9000,Value Engineering,3,3900
2279,DE,Berlin,ES,Madrid,13,BMW 3 diesel,Conference/Exhibition,No,8000,Operations,2,1050
2281,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Internal Business Trip,No,7000,Marketing,2,2700
2282,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,Sales,3,450
2283,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,8000,Marketing,3,1350
2284,CN,Beijing,RU,Moscow,12,Business Class Flight,Conference/Exhibition,No,8000,Operations,3,900
2285,CN,Beijing,IN,New Delhi,12,Business Class Flight,Enablement,No,6000,Ecosystem,5,450
2292,CN,Beijing,IN,New Delhi,4,Train,Conference/Exhibition,No,10000,Sales,6,2850
2294,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,8000,Customer Support,4,3600
2296,CN,Beijing,IN,New Delhi,10,Economy Flight,Internal Business Trip,No,6000,Value Engineering,2,2400
2302,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,Office Management,2,1500
2307,CN,Beijing,RU,Moscow,10,Economy Flight,Enablement,No,8000,Ecosystem,3,3600
2313,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,Customer Support,3,3000
2315,JP,Fukuoka,JP,Tokyo,13,BMW 3 diesel,Enablement,Yes,6000,Ecosystem,2,1950
2318,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,7000,Marketing,3,900
2321,MX,Mexico City,US,Miami,13,BMW 3 diesel,Customer Visit,No,9000,Sales,2,3900
2322,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,Customer Support,2,450
2326,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Internal Business Trip,No,8000,Sales,4,1500
2329,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,7000,Operations,3,1200
2332,US,New York,MX,Mexico City,12,Business Class Flight,Conference/Exhibition,No,9000,Marketing,2,900
2334,CN,Beijing,GB,London,12,Business Class Flight,Customer Visit,No,8000,Marketing,1,3150
2335,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,Executive Management,5,3150
2342,CN,Beijing,GB,London,10,Economy Flight,Customer Visit,No,9000,Sales,2,900
2351,CN,Beijing,GB,London,10,Economy Flight,Customer Visit,No,10000,Ecosystem,5,1350
2353,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,7000,Sales,3,2700
2360,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,Executive Management,3,900
2364,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,Sales,4,2400
2366,AU,Sydney,SG,Singapore,12,Business Class Flight,Internal Business Trip,Yes,10000,Sales,1,1500
2367,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,No,7000,Executive Management,5,2700
2372,AU,Sydney,US,Los Angeles,10,Economy Flight,Enablement,No,9000,Sales,2,1200
2382,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,Value Engineering,4,450
2387,US,New York,CA,Toronto,14,Volkswagen Golf diesel,Conference/Exhibition,No,8000,Sales,6,1800
2392,AU,Sydney,AU,Melbourne,17,Fiat 500 electric,Customer Visit,No,8000,Value Engineering,5,2100
2399,AU,Sydney,US,Los Angeles,12,Business Class Flight,Enablement,Yes,10000,Marketing,2,1500
2400,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,Marketing,3,3750
2401,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,Sales,2,2400
2402,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,7000,Marketing,5,2700
2403,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,Marketing,6,1350
2406,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Customer Visit,No,9000,Marketing,2,1200
2410,AU,Sydney,AU,Melbourne,15,Volkswagen Golf petrol,Customer Visit,Yes,6000,Marketing,3,3150
2413,DE,Berlin,ES,Madrid,4,Train,Customer Visit,No,9000,Sales,2,3300
2416,US,New York,DE,Berlin,11,First Class Flight,Enablement,Yes,10000,Executive Management,2,1200
2420,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,Yes,6000,Value Engineering,5,450
2421,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,6000,Value Engineering,1,3300
2424,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Internal Business Trip,No,10000,Sales,5,3150
2426,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,Customer Support,5,1800
2427,AU,Sydney,AU,Brisbane,15,Volkswagen Golf petrol,Conference/Exhibition,No,10000,Customer Support,2,2700
2439,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Conference/Exhibition,No,9000,Executive Management,6,1500
2440,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Partner Visit,No,9000,Sales,3,3000
2443,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,7000,Marketing,3,2100
2446,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,9000,Engineering,1,3600
2449,DE,Berlin,IT,Rome,12,Business Class Flight,Enablement,No,9000,Legal,3,450
2450,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,7000,Operations,3,1950
2457,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Customer Visit,Yes,7000,Ecosystem,1,2700
2462,US,New York,CA,Toronto,14,Volkswagen Golf diesel,Conference/Exhibition,No,10000,Sales,3,900
2470,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,No,10000,Finance,3,1800
2477,CN,Beijing,RU,Moscow,4,Train,Conference/Exhibition,No,9000,Finance,1,2850
2485,US,New York,CA,Toronto,15,Volkswagen Golf petrol,Customer Visit,No,9000,Executive Management,3,2700
2488,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Conference/Exhibition,No,9000,Marketing,6,3600
2490,US,New York,MX,Mexico City,17,Fiat 500 electric,Conference/Exhibition,No,10000,Marketing,3,1500
2497,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,7000,Sales,4,750
2499,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,Product Management,2,1200
2500,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,No,6000,Value Engineering,5,3450
2501,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,10000,Engineering,1,1800
2502,CN,Beijing,AU,Sydney,10,Economy Flight,Conference/Exhibition,No,8000,Customer Support,3,1500
2511,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Customer Visit,Yes,9000,Sales,1,1350
2512,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Partner Visit,No,10000,Value Engineering,4,3600
2513,CN,Beijing,IN,New Delhi,15,Volkswagen Golf petrol,Customer Visit,No,10000,Sales,5,3600
2517,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,7000,Sales,3,300
2518,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,Finance,4,3000
2519,AU,Sydney,DE,Frankfurt,10,Economy Flight,Enablement,No,6000,Value Engineering,4,1950
2522,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,9000,Marketing,4,1200
2523,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Conference/Exhibition,No,6000,Sales,6,1350
2524,US,New York,CA,Toronto,4,Train,Conference/Exhibition,Yes,8000,Sales,2,1200
2525,DE,Berlin,GB,London,12,Business Class Flight,Customer Visit,Yes,7000,Finance,4,1350
2531,MX,Mexico City,US,Miami,13,BMW 3 diesel,Customer Visit,No,8000,Sales,3,3150
2535,CN,Beijing,RU,Moscow,17,Fiat 500 electric,Customer Visit,No,6000,Ecosystem,2,300
2536,CN,Beijing,GB,London,12,Business Class Flight,Customer Visit,Yes,8000,Services,3,2250
2538,US,New York,MX,Mexico City,11,First Class Flight,Enablement,Yes,8000,Customer Support,6,1200
2540,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,No,6000,Value Engineering,5,900
2544,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,Conference/Exhibition,No,7000,Operations,2,2400
2545,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,9000,Value Engineering,2,300
2553,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,7000,Marketing,3,1500
2555,AU,Sydney,AU,Brisbane,16,BMW 3 plugin hybrid,Customer Visit,No,7000,Sales,3,3300
2557,AU,Sydney,NZ,Auckland,10,Economy Flight,Conference/Exhibition,No,9000,Services,2,3450
2574,US,New York,FR,Paris,12,Business Class Flight,Enablement,No,7000,Sales,4,3150
2576,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,6000,Marketing,5,3000
2578,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Conference/Exhibition,No,7000,Customer Support,3,2550
2579,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,6000,Customer Support,3,2550
2588,JP,Fukuoka,JP,Tokyo,13,BMW 3 diesel,Customer Visit,No,8000,Value Engineering,1,450
2592,CN,Beijing,IN,New Delhi,12,Business Class Flight,Conference/Exhibition,No,9000,Sales,2,2550
2593,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,Services,3,1500
2606,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,Sales,1,1200
2607,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,7000,Sales,5,1500
2609,US,New York,CA,Toronto,14,Volkswagen Golf diesel,Conference/Exhibition,No,9000,Customer Support,1,2850
2611,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Internal Business Trip,No,9000,Finance,3,750
2619,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,8000,Operations,4,2400
2625,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,Marketing,2,2400
2626,AU,Sydney,CN,Beijing,10,Economy Flight,Internal Business Trip,No,7000,Legal,2,900
2627,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,Yes,8000,Sales,2,1200
2629,CN,Beijing,IN,New Delhi,13,BMW 3 diesel,Conference/Exhibition,Yes,8000,Sales,1,3150
2640,ZA,Cape Town,ZA,Johannesburg,15,Volkswagen Golf petrol,Customer Visit,No,6000,Marketing,4,1500
2641,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Internal Business Trip,No,6000,Customer Support,3,2250
2644,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,7000,Marketing,2,450
2645,US,New York,CA,Toronto,13,BMW 3 diesel,Conference/Exhibition,No,10000,Sales,3,900
2656,US,New York,FR,Paris,12,Business Class Flight,Conference/Exhibition,No,6000,Sales,2,1800
2659,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Conference/Exhibition,No,9000,Value Engineering,1,1800
2660,DE,Berlin,NL,Amsterdam,14,Volkswagen Golf diesel,Conference/Exhibition,No,10000,Sales,5,2250
2663,DE,Berlin,FR,Paris,4,Train,Customer Visit,No,9000,Sales,5,1200
2668,AU,Sydney,SG,Singapore,10,Economy Flight,Enablement,No,6000,Marketing,2,1350
2671,DE,Berlin,ES,Madrid,4,Train,Conference/Exhibition,No,7000,Engineering,3,2550
2673,US,New York,MX,Mexico City,12,Business Class Flight,Conference/Exhibition,Yes,7000,Sales,2,2400
2677,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,6000,Operations,3,1200
2680,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,Finance,2,3600
2683,DE,Berlin,FR,Paris,12,Business Class Flight,Conference/Exhibition,Yes,7000,Sales,2,3750
2687,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Customer Visit,No,10000,Sales,3,3450
2689,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Internal Business Trip,No,9000,Office Management,3,3600
2691,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,6000,Operations,2,3600
2695,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,8000,Marketing,3,3600
2697,BR,Ṣo Paulo,AR,Buenos Aires,14,Volkswagen Golf diesel,Customer Visit,No,7000,Marketing,3,1800
2698,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,Sales,1,3150
2707,US,New York,CA,Toronto,17,Fiat 500 electric,Conference/Exhibition,No,8000,Office Management,4,1350
2709,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Customer Visit,No,8000,Finance,5,300
2714,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Internal Business Trip,No,7000,Marketing,5,450
2715,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,7000,Sales,6,2850
2716,DE,Berlin,GB,London,4,Train,Conference/Exhibition,No,6000,Sales,1,2550
2726,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,Marketing,3,2700
2730,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,Sales,6,450
2733,AU,Sydney,AU,Perth,16,BMW 3 plugin hybrid,Conference/Exhibition,Yes,7000,Office Management,3,900
2735,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,8000,Marketing,5,900
2745,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Conference/Exhibition,No,10000,Sales,3,1800
2750,AU,Sydney,SG,Singapore,12,Business Class Flight,Internal Business Trip,Yes,9000,Marketing,2,2550
2754,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Enablement,Yes,7000,Marketing,3,1500
2756,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,7000,Legal,3,2700
2757,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Partner Visit,No,10000,Marketing,2,2250
2758,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Customer Visit,No,9000,Sales,5,900
2759,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Customer Visit,Yes,7000,Marketing,5,2400
2763,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,Sales,3,900
2773,DE,Berlin,GB,London,12,Business Class Flight,Conference/Exhibition,No,9000,Product Management,4,2400
2774,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,Yes,6000,Sales,2,1800
2777,MX,Mexico City,US,Miami,13,BMW 3 diesel,Conference/Exhibition,No,8000,Ecosystem,1,3600
2779,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,No,10000,Sales,3,1500
2782,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,6000,Sales,4,3600
2786,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Customer Visit,No,9000,Customer Support,3,1200
2787,DE,Berlin,GB,London,4,Train,Customer Visit,No,6000,Sales,2,750
2790,US,New York,CA,Toronto,14,Volkswagen Golf diesel,Customer Visit,No,10000,Sales,3,2850
2791,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,Ecosystem,5,3450
2793,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,9000,Sales,5,3150
2794,DE,Berlin,ES,Madrid,12,Business Class Flight,Conference/Exhibition,No,8000,Marketing,1,2550
2796,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,10000,Finance,1,3600
2797,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,8000,Customer Support,5,3600
2798,CN,Beijing,IN,New Delhi,10,Economy Flight,Enablement,No,7000,Value Engineering,2,3750
2802,AU,Sydney,DE,Frankfurt,11,First Class Flight,Customer Visit,Yes,9000,Sales,5,450
2808,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,8000,Office Management,1,2400
2809,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,Value Engineering,2,3150
2817,DE,Berlin,FR,Paris,12,Business Class Flight,Conference/Exhibition,No,8000,Sales,3,450
2819,US,New York,MX,Mexico City,13,BMW 3 diesel,Conference/Exhibition,No,8000,Sales,1,2850
2823,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,Yes,7000,Value Engineering,5,3600
2824,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Conference/Exhibition,No,9000,Marketing,3,1200
2840,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,No,7000,Sales,3,900
2851,AU,Sydney,AU,Melbourne,17,Fiat 500 electric,Customer Visit,No,10000,Marketing,1,1800
2852,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,Yes,6000,Sales,5,900
2860,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,7000,Ecosystem,1,3750
2865,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,9000,Executive Management,1,450
2867,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,9000,Customer Support,3,2400
2883,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,9000,Sales,2,3000
2887,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,7000,Marketing,1,1800
2891,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,Conference/Exhibition,No,8000,Customer Support,5,1800
2895,DE,Berlin,IT,Rome,12,Business Class Flight,Customer Visit,Yes,6000,Sales,1,1800
2902,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,8000,Executive Management,6,3450
2905,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,Customer Visit,No,7000,Ecosystem,3,3600
2909,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,Ecosystem,1,900
2911,US,New York,CA,Toronto,12,Business Class Flight,Enablement,Yes,9000,Sales,6,3150
2918,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,Finance,1,1200
2919,CN,Beijing,GB,London,12,Business Class Flight,Conference/Exhibition,Yes,6000,Marketing,5,3600
2922,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,Services,3,1800
2925,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,7000,Sales,4,3450
2929,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Conference/Exhibition,No,7000,Engineering,5,1500
2930,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,Yes,10000,Sales,3,300
2935,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,7000,Ecosystem,6,3750
2936,BR,Ṣo Paulo,US,Miami,11,First Class Flight,Conference/Exhibition,No,8000,Ecosystem,6,3300
2939,BR,Ṣo Paulo,PT,Lisbon,12,Business Class Flight,Customer Visit,No,7000,Sales,3,3150
2948,CN,Beijing,IN,New Delhi,12,Business Class Flight,Customer Visit,Yes,7000,Customer Support,2,1350
2950,US,New York,MX,Mexico City,14,Volkswagen Golf diesel,Customer Visit,No,10000,Customer Support,5,1800
2958,US,New York,CA,Toronto,4,Train,Customer Visit,No,8000,Operations,2,3600
2959,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,8000,Product Management,1,450
2964,US,New York,CA,Toronto,4,Train,Customer Visit,No,10000,Marketing,3,3900
2966,US,New York,CA,Toronto,4,Train,Customer Visit,No,6000,Marketing,5,3150
2969,AU,Sydney,SG,Singapore,11,First Class Flight,Customer Visit,No,7000,Marketing,1,450
2980,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Internal Business Trip,Yes,7000,Marketing,2,1200
2981,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,Yes,9000,Sales,1,2550
2982,AU,Sydney,US,Los Angeles,10,Economy Flight,Enablement,No,10000,Executive Management,1,3150
2986,CN,Beijing,GB,London,12,Business Class Flight,Customer Visit,No,6000,Ecosystem,4,1800
2992,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,10000,Ecosystem,2,1800
2994,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,Product Management,6,450
2995,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,Marketing,5,1500
2996,US,New York,MX,Mexico City,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,7000,Services,2,2700
3001,CN,Beijing,IN,New Delhi,12,Business Class Flight,Internal Business Trip,No,7000,Sales,3,1350
3002,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,9000,Ecosystem,1,3300
3005,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,8000,Office Management,1,3300
3006,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,9000,Value Engineering,2,3000
3012,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,Yes,9000,Services,1,300
3020,AU,Sydney,CN,Beijing,12,Business Class Flight,Enablement,No,7000,Sales,1,1350
3023,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,7000,Sales,3,2700
3025,AU,Sydney,DE,Frankfurt,10,Economy Flight,Enablement,No,8000,Marketing,5,3600
3026,DE,Berlin,NL,Amsterdam,16,BMW 3 plugin hybrid,Conference/Exhibition,No,10000,Legal,1,2850
3032,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Customer Visit,No,8000,Marketing,2,1050
3040,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,9000,Value Engineering,1,3600
3041,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,9000,Value Engineering,3,1500
3044,CN,Beijing,IN,New Delhi,12,Business Class Flight,Internal Business Trip,No,6000,Sales,2,3150
3063,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,8000,Executive Management,2,1500
3066,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,No,8000,Sales,6,1950
3070,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,6000,Marketing,3,3300
3074,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,10000,Marketing,1,900
3078,DE,Berlin,ES,Madrid,11,First Class Flight,Conference/Exhibition,Yes,6000,Value Engineering,2,450
3081,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,No,7000,Value Engineering,3,900
3083,DE,Hamburg,DE,Berlin,13,BMW 3 diesel,Conference/Exhibition,No,10000,Sales,4,3300
3088,AU,Sydney,CN,Beijing,12,Business Class Flight,Internal Business Trip,Yes,6000,Value Engineering,5,2700
3093,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,Marketing,1,1200
3098,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,8000,Engineering,1,1350
3099,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,Marketing,2,3600
3102,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,9000,Marketing,3,2850
3106,US,New York,FR,Paris,12,Business Class Flight,Customer Visit,No,7000,Sales,4,1800
3111,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,9000,Value Engineering,1,3450
3117,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,7000,Executive Management,2,2550
3128,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,Sales,3,900
3129,CN,Beijing,RU,Moscow,13,BMW 3 diesel,Conference/Exhibition,No,10000,Marketing,5,450
3134,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,6000,Marketing,3,450
3135,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,8000,Customer Support,1,1500
3138,US,New York,MX,Mexico City,4,Train,Customer Visit,No,8000,Sales,1,3750
3148,AU,Sydney,NZ,Auckland,11,First Class Flight,Conference/Exhibition,Yes,10000,Sales,4,3000
3150,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,No,7000,Customer Support,3,900
3153,US,New York,MX,Mexico City,12,Business Class Flight,Customer Visit,Yes,8000,Value Engineering,3,2850
3154,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,9000,Sales,3,2550
3155,CN,Beijing,IN,New Delhi,17,Fiat 500 electric,Enablement,No,7000,Sales,3,1800
3157,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,8000,Sales,1,3600
